,property_type,region,area_m2,price_usd,lat,lon,state
2511,apartment,Northeast,67.0,127267.05,-3.7387716,-38.5047914,Ceará
2512,apartment,Northeast,132.0,338530.23,-3.7387716,-38.5047914,Ceará
2513,apartment,Northeast,57.0,79007.98,-3.7387716,-38.5047914,Ceará
2514,apartment,Northeast,111.0,194556.26,-3.7387716,-38.5047914,Ceará
2515,apartment,Northeast,165.0,328059.66,-3.738561,-38.508968,Ceará
2516,apartment,Northeast,246.0,519971.29,-3.738561,-38.508968,Ceará
2517,apartment,Northeast,118.0,299569.36,-3.738561,-38.508968,Ceará
2518,apartment,Northeast,203.0,427306.06,-3.738561,-38.508968,Ceará
2520,apartment,Northeast,168.0,375553.89,-3.738561,-38.508968,Ceará
2521,apartment,Northeast,72.0,148658.17,-3.738561,-38.508968,Ceará
2522,apartment,Northeast,106.0,120239.34,-3.738561,-38.508968,Ceará
2523,house,Northeast,172.0,239146.22,-3.738561,-38.508968,Ceará
2524,apartment,Northeast,70.0,131369.9,-3.738561,-38.508968,Ceará
2525,apartment,Northeast,56.0,108955.56,-3.738561,-38.508968,Ceará
2526,house,Northeast,110.0,127597.82,-3.738561,-38.508968,Ceará
2528,apartment,Northeast,72.0,151290.64,-3.738561,-38.508968,Ceará
2529,apartment,Northeast,87.0,188001.93,-3.738561,-38.508968,Ceará
2530,apartment,Northeast,110.0,221131.81,-3.738561,-38.508968,Ceará
2531,apartment,Northeast,64.0,80509.26,-3.738561,-38.508968,Ceará
2532,house,Northeast,144.0,202833.42,-3.738561,-38.508968,Ceará
2533,apartment,Northeast,60.0,83372.65,-3.738561,-38.508968,Ceará
2535,apartment,Northeast,75.0,152704.23,-3.738561,-38.508968,Ceará
2536,apartment,Northeast,67.0,87374.39,-3.738561,-38.508968,Ceará
2537,apartment,Northeast,130.0,234038.56,-3.738561,-38.508968,Ceará
2538,house,Northeast,86.0,96761.53,-3.738561,-38.508968,Ceará
2539,house,Northeast,91.0,100122.01,-3.738561,-38.508968,Ceará
2540,apartment,Northeast,63.0,78012.85,-3.738561,-38.508968,Ceará
2541,house,Northeast,206.0,195968.29,-3.738561,-38.508968,Ceará
2542,house,Northeast,106.0,87932.97,-3.738561,-38.508968,Ceará
2543,house,Northeast,110.0,87374.39,-3.738561,-38.508968,Ceará
2544,house,Northeast,180.0,179429.56,-3.738561,-38.508968,Ceará
2545,house,Northeast,121.0,134806.21,-3.738561,-38.508968,Ceará
2546,house,Northeast,236.0,297057.66,-3.738561,-38.508968,Ceará
2547,apartment,Northeast,91.0,182877.73,-3.738561,-38.508968,Ceará
2548,house,Northeast,130.0,140111.09,-3.738561,-38.508968,Ceará
2549,apartment,Northeast,143.0,362073.26,-3.738561,-38.508968,Ceará
2550,apartment,Northeast,130.0,305001.24,-3.738561,-38.508968,Ceará
2551,apartment,Northeast,61.0,132561.31,-3.738561,-38.508968,Ceará
2552,apartment,Northeast,155.0,361511.57,-3.738561,-38.508968,Ceará
2553,apartment,Northeast,119.0,255337.95,-3.738561,-38.508968,Ceará
2555,apartment,Northeast,65.0,209074.45,-3.7387716,-38.5047914,Ceará
2556,apartment,Northeast,110.0,253562.06,-3.7387716,-38.5047914,Ceará
2557,apartment,Northeast,107.0,205953.94,-3.738561,-38.508968,Ceará
2558,apartment,Northeast,94.0,209074.45,-3.738561,-38.508968,Ceará
2560,house,Northeast,132.0,142719.84,-3.8222921601,-38.4400463104,Ceará
2561,apartment,Northeast,115.0,244231.41,-3.8597587372,-38.3875608444,Ceará
2562,apartment,Northeast,118.0,279286.02,-3.8680225717,-38.3746862411,Ceará
2563,apartment,Northeast,204.0,265243.71,-3.861771181,-38.3794498444,Ceará
2565,apartment,Northeast,113.0,279846.47,-3.8568899261,-38.3828830719,Ceará
2566,apartment,Northeast,95.0,128097.11,-3.8544921064,-38.385887146,Ceará
2567,apartment,Northeast,91.0,159908.56,-3.8517517328,-38.3857154846,Ceará
2568,apartment,Northeast,87.0,143934.96,-3.8531219207,-38.3853721619,Ceará
2569,apartment,Northeast,83.0,112698.93,-3.8547276069,-38.3848142624,Ceará
2570,apartment,Northeast,151.0,281470.38,-3.738561,-38.508968,Ceará
2571,apartment,Northeast,64.0,128091.49,-3.738561,-38.508968,Ceará
2572,house,Northeast,90.0,112338.51,-3.738561,-38.508968,Ceará
2573,apartment,Northeast,57.0,99419.58,-3.738561,-38.508968,Ceará
2574,apartment,Northeast,74.0,138112.08,-3.738561,-38.508968,Ceará
2575,apartment,Northeast,76.0,114834.92,-3.738561,-38.508968,Ceará
2577,apartment,Northeast,124.0,305810.39,-3.738561,-38.508968,Ceará
2578,apartment,Northeast,81.0,134703.23,-3.738561,-38.508968,Ceará
2579,house,Northeast,103.0,127941.08,-3.882511,-38.455153,Ceará
2580,house,Northeast,197.0,134182.11,-7.227783,-39.336296,Ceará
2581,apartment,Northeast,64.0,93615.42,-7.227133,-39.3237,Ceará
2583,apartment,Northeast,68.0,124196.46,-3.8371719405,-38.4016799927,Ceará
2584,apartment,Northeast,108.0,202833.42,-3.738504,-38.561552,Ceará
2585,house,Northeast,250.0,421269.42,-3.739918,-38.566261,Ceará
2586,house,Northeast,113.0,171628.28,-3.8481419,-38.3931537,Ceará
2587,apartment,Northeast,53.0,96735.94,-3.74036,-38.533723,Ceará
2590,apartment,Northeast,68.0,87374.39,-3.749081,-38.547996,Ceará
2591,house,Northeast,120.0,109217.99,-3.895633,-38.450638,Ceará
2592,apartment,Northeast,76.0,154465.45,-3.846238845,-38.3904576302,Ceará
2593,apartment,Northeast,204.0,380702.73,-3.736646,-38.558227,Ceará
2594,apartment,Northeast,76.0,187230.85,-3.727006,-38.489125,Ceará
2595,apartment,Northeast,165.0,421269.42,-3.751621,-38.528736,Ceará
2596,apartment,Northeast,100.0,140423.14,-3.750555,-38.52545,Ceará
2597,apartment,Northeast,114.0,190351.36,-3.8476839744,-38.3883655071,Ceará
2598,apartment,Northeast,82.0,134182.11,-3.742317,-38.567059,Ceará
2599,apartment,Northeast,107.0,152905.19,-3.8490327596,-38.3887624741,Ceará
2600,apartment,Northeast,83.0,112698.93,-3.8458855908,-38.3907794952,Ceará
2601,house,Northeast,220.0,165387.25,-3.723657,-38.562901,Ceará
2602,apartment,Northeast,136.0,243400.11,-3.8368079777,-38.4012722969,Ceará
2603,apartment,Northeast,151.0,174748.79,-3.744357,-38.4838,Ceará
2604,apartment,Northeast,111.0,103161.5,-3.842524,-38.395178,Ceará
2605,house,Northeast,140.0,123260.31,-3.783175,-38.499427,Ceará
2606,house,Northeast,210.0,205953.94,-3.802986,-38.476773,Ceará
2607,house,Northeast,140.0,90494.91,-3.897402,-38.45702,Ceará
2608,apartment,Northeast,54.0,75360.41,-3.788921,-38.571661,Ceará
2609,house,Northeast,176.0,191911.62,-3.860329,-38.465147,Ceará
2610,house,Northeast,192.0,126254.65,-7.230185,-39.351138,Ceará
2611,house,Northeast,96.0,80487.34,-3.82059,-38.55595,Ceará
2612,house,Northeast,118.0,118579.54,-3.809113,-38.461955,Ceará
2613,apartment,Northeast,60.0,78012.85,-3.804349,-38.541001,Ceará
2614,apartment,Northeast,100.0,96735.94,-3.771997,-38.498443,Ceará
2617,apartment,Northeast,90.0,235606.0,-3.8481419,-38.3931537,Ceará
2618,apartment,Northeast,63.0,138771.14,-3.8481419,-38.3931537,Ceará
2619,house,Northeast,106.0,78012.85,-3.846797,-38.4658,Ceará
2621,house,Northeast,120.0,81133.37,-3.849013,-38.391932,Ceará
2622,house,Northeast,147.0,124820.57,-3.889184,-38.452301,Ceará
2623,apartment,Northeast,93.0,92991.32,-3.759006,-38.517192,Ceará
2624,apartment,Northeast,63.0,113898.77,-3.754004,-38.52605,Ceará
2625,house,Northeast,182.0,187230.85,-3.804332,-38.476991,Ceará
2626,apartment,Northeast,110.0,98296.19,-3.78072,-38.568413,Ceará
2627,apartment,Northeast,88.0,187230.85,-3.8378249321,-38.39815557,Ceará
2629,apartment,Northeast,58.0,111277.53,-3.8481419,-38.3931537,Ceará
2630,apartment,Northeast,57.0,105161.33,-3.8481419,-38.3931537,Ceará
2632,apartment,Northeast,101.0,263548.33,-3.8913150181,-38.3593654633,Ceará
2634,house,Northeast,224.0,305810.39,-3.8136442,-38.4707831,Ceará
2635,house,Northeast,94.0,137302.62,-3.884189,-38.463963,Ceará
2636,house,Northeast,109.0,132621.85,-3.822999,-38.552631,Ceará
2637,apartment,Northeast,87.0,149784.68,-3.741709,-38.511925,Ceará
2638,apartment,Northeast,78.0,121700.05,-3.749303,-38.466316,Ceará
2639,apartment,Northeast,76.0,140423.14,-3.774202,-38.490143,Ceará
2640,apartment,Northeast,76.0,140423.14,-3.774202,-38.490143,Ceará
2641,apartment,Northeast,55.0,87374.39,-3.727497,-38.520771,Ceará
2642,apartment,Northeast,93.0,202833.42,-3.7273,-38.485538,Ceará
2643,apartment,Northeast,194.0,310491.16,-3.732433,-38.5047,Ceará
2644,apartment,Northeast,63.0,102976.97,-3.80239,-38.566593,Ceará
2645,apartment,Northeast,143.0,234038.56,-3.749207,-38.505657,Ceará
2646,apartment,Northeast,172.0,390064.28,-3.767818,-38.492821,Ceará
2647,apartment,Northeast,69.0,143231.6,-3.741229,-38.477791,Ceará
2648,apartment,Northeast,92.0,149784.68,-3.748406,-38.529655,Ceará
2649,house,Northeast,103.0,99856.45,-3.999737,-38.442928,Ceará
2650,apartment,Northeast,100.0,202833.42,-3.999737,-38.442928,Ceará
2651,house,Northeast,157.0,193471.88,-3.884189,-38.463963,Ceará
2652,apartment,Northeast,86.0,227017.41,-3.728116,-38.487968,Ceará
2653,apartment,Northeast,178.0,205953.94,-3.742591,-38.5047,Ceará
2654,house,Northeast,216.0,171628.28,-3.8021111,-38.5106202,Ceará
2655,house,Northeast,150.0,134182.11,-3.8040673,-38.5118805,Ceará
2656,apartment,Northeast,70.0,131061.59,-3.747069,-38.477108,Ceará
2657,house,Northeast,90.0,109217.99,-3.816698,-38.545414,Ceará
2658,apartment,Northeast,130.0,102976.97,-3.736566,-38.508343,Ceará
2659,house,Northeast,150.0,140423.14,-3.860766,-38.634632,Ceará
2660,house,Northeast,193.0,291143.98,-3.804163,-38.451496,Ceará
2661,house,Northeast,171.0,226957.81,-3.884189,-38.463963,Ceará
2662,apartment,Northeast,97.0,171628.28,-3.72083,-38.518146,Ceará
2663,house,Northeast,140.0,118579.54,-3.898569,-38.457927,Ceará
2665,house,Northeast,249.0,124820.57,-7.244471,-39.332428,Ceará
2667,apartment,Northeast,78.0,96070.33,-3.7195719,-38.5440701,Ceará
2668,apartment,Northeast,56.0,78776.75,-3.7163213,-38.5606013,Ceará
2669,house,Northeast,95.0,98577.04,-3.83142,-38.462162,Ceará
2670,house,Northeast,119.0,134903.5,-3.793186,-38.56588,Ceará
2671,apartment,Northeast,64.0,81757.47,-3.795253,-38.566418,Ceará
2672,house,Northeast,120.0,88877.6,-3.884189,-38.463963,Ceará
2674,house,Northeast,165.0,162266.74,-3.7877093,-38.4678362,Ceará
2675,apartment,Northeast,63.0,84253.88,-3.805047,-38.534908,Ceará
2676,house,Northeast,90.0,96761.53,-3.823703,-38.472889,Ceará
2678,house,Northeast,134.0,146013.2,-3.803094,-38.492146,Ceará
2679,apartment,Northeast,54.0,90494.91,-3.788236,-38.570072,Ceará
2681,house,Northeast,130.0,124820.57,-3.7996421,-38.5646489,Ceará
2682,house,Northeast,140.0,79355.0,-3.884189,-38.463963,Ceará
2683,house,Northeast,140.0,98296.19,-3.786847,-38.571667,Ceará
2684,house,Northeast,190.0,206323.0,-3.884189,-38.463963,Ceará
2686,apartment,Northeast,68.0,81133.37,-3.80239,-38.566593,Ceará
2687,house,Northeast,119.0,132621.85,-3.810531,-38.5579743,Ceará
2688,apartment,Northeast,132.0,218435.99,-3.794886,-38.479122,Ceará
2689,apartment,Northeast,73.0,78012.85,-3.8252569,-38.4857692,Ceará
2690,apartment,Northeast,70.0,88934.65,-3.752324,-38.551979,Ceará
2691,apartment,Northeast,75.0,98296.19,-3.743783,-38.541683,Ceará
2693,house,Northeast,90.0,87374.39,-3.8095743,-38.5600366,Ceará
2694,house,Northeast,133.0,191911.62,-3.816573,-38.470818,Ceará
2695,house,Northeast,186.0,266491.91,-3.798589,-38.4534434,Ceará
2696,house,Northeast,229.0,335455.28,-3.8018557,-38.4489928,Ceará
2697,house,Northeast,225.0,343256.56,-3.8136442,-38.4707831,Ceará
2698,house,Northeast,94.0,133245.95,-3.837384,-38.500759,Ceará
2699,house,Northeast,145.0,154465.45,-3.812237,-38.533596,Ceará
2700,house,Northeast,140.0,117019.28,-3.884189,-38.463963,Ceará
2701,house,Northeast,180.0,212194.96,-3.9114115,-38.4511094,Ceará
2702,house,Northeast,190.0,242893.02,-3.831467,-38.458706,Ceará
2703,house,Northeast,236.0,332467.39,-3.884189,-38.463963,Ceará
2704,house,Northeast,131.0,171909.13,-3.884189,-38.463963,Ceará
2705,house,Northeast,138.0,154465.45,-3.8654364,-38.4405424,Ceará
2706,house,Northeast,209.0,238719.34,-3.884189,-38.463963,Ceará
2707,house,Northeast,76.0,79573.11,-3.822436,-38.513897,Ceará
2708,house,Northeast,186.0,245896.52,-3.831467,-38.458706,Ceará
2709,house,Northeast,153.0,176309.05,-3.884189,-38.463963,Ceará
2710,house,Northeast,131.0,171316.23,-3.8219915,-38.4994501,Ceará
2711,house,Northeast,117.0,250577.29,-3.7535764,-38.4622267,Ceará
2712,house,Northeast,95.0,125444.67,-3.884189,-38.463963,Ceará
2713,apartment,Northeast,60.0,76764.65,-3.8432663,-38.49669,Ceará
2715,house,Northeast,114.0,111097.0,-3.816515,-38.471851,Ceará
2716,house,Northeast,176.0,267116.02,-3.7851589,-38.4611741,Ceará
2717,house,Northeast,180.0,196592.39,-3.884189,-38.463963,Ceará
2718,apartment,Northeast,100.0,189103.16,-3.741648,-38.483677,Ceará
2719,apartment,Northeast,126.0,367284.52,-3.732433,-38.5047,Ceará
2720,apartment,Northeast,118.0,208762.4,-3.774688,-38.484921,Ceará
2721,apartment,Northeast,125.0,395917.43,-3.742591,-38.5047,Ceará
2722,apartment,Northeast,74.0,176714.72,-3.774008,-38.490818,Ceará
2723,apartment,Northeast,100.0,156025.71,-3.738561,-38.508968,Ceará
2724,apartment,Northeast,152.0,393122.38,-3.734332,-38.487621,Ceará
2725,apartment,Northeast,86.0,216251.63,-3.728116,-38.487968,Ceará
2726,apartment,Northeast,78.0,156498.78,-3.7598488,-38.4872336,Ceará
2727,apartment,Northeast,104.0,225926.79,-3.747069,-38.477108,Ceará
2728,apartment,Northeast,85.0,149174.62,-3.774008,-38.490818,Ceará
2729,apartment,Northeast,82.0,249228.92,-3.741709,-38.511925,Ceará
2730,apartment,Northeast,90.0,184108.78,-3.7604023,-38.4897058,Ceará
2731,apartment,Northeast,100.0,151181.11,-3.808945,-38.492897,Ceará
2733,apartment,Northeast,90.0,187269.23,-3.8089457,-38.4901501,Ceará
2734,apartment,Northeast,156.0,408638.51,-3.743245,-38.497288,Ceará
2735,apartment,Northeast,80.0,96049.42,-3.719949,-38.546413,Ceará
2736,apartment,Northeast,117.0,234038.56,-3.772273,-38.485388,Ceará
2737,apartment,Northeast,65.0,110778.25,-3.739096,-38.510961,Ceará
2738,apartment,Northeast,62.0,87686.45,-3.778721,-38.571543,Ceará
2739,apartment,Northeast,60.0,76764.65,-3.842971,-38.499108,Ceará
2740,apartment,Northeast,58.0,93615.42,-3.8393343043,-38.3948779106,Ceará
2741,apartment,Northeast,56.0,118579.54,-3.8395055804,-38.3947920799,Ceará
2742,house,Northeast,96.0,74892.34,-3.7865507,-38.5464608,Ceará
2743,apartment,Northeast,77.0,124196.46,-3.727055495,-38.4920167923,Ceará
2744,house,Northeast,200.0,180989.82,-3.791082,-38.563072,Ceará
2745,apartment,Northeast,107.0,165387.25,-3.8500389948,-38.3856296539,Ceará
2746,apartment,Northeast,106.0,205017.78,-3.750967,-38.522916,Ceará
2747,apartment,Northeast,110.0,213131.12,-3.741709,-38.511925,Ceará
2748,house,Northeast,120.0,99856.45,-3.828348,-38.555916,Ceará
2749,apartment,Northeast,106.0,205641.88,-3.751081,-38.522812,Ceará
2750,apartment,Northeast,117.0,235598.82,-3.774688,-38.484921,Ceará
2751,apartment,Northeast,62.0,90182.86,-3.7777476,-38.5759417,Ceará
2752,apartment,Northeast,130.0,321363.97,-3.738561,-38.508968,Ceará
2753,apartment,Northeast,118.0,382575.04,-3.732693,-38.504745,Ceará
2754,apartment,Northeast,177.0,371029.14,-3.747069,-38.477108,Ceará
2755,apartment,Northeast,203.0,445827.87,-3.767503,-38.533596,Ceará
2756,apartment,Northeast,152.0,410493.35,-3.767818,-38.492821,Ceará
2757,apartment,Northeast,76.0,161647.63,-3.7672203,-38.4888676,Ceará
2758,apartment,Northeast,91.0,193704.36,-3.7887191,-38.472405,Ceará
2759,apartment,Northeast,115.0,246287.21,-3.999737,-38.442928,Ceará
2761,apartment,Northeast,106.0,93303.37,-3.722449,-38.541384,Ceará
2762,house,Northeast,135.0,156025.71,-3.2194345846,-39.2680120282,Ceará
2763,house,Northeast,229.0,355738.62,-3.804163,-38.451496,Ceará
2764,apartment,Northeast,79.0,93615.42,-3.8481419,-38.3931537,Ceará
2765,house,Northeast,86.0,102976.97,-3.756096,-38.487682,Ceará
2766,apartment,Northeast,120.0,115459.02,-3.746797,-38.507014,Ceará
2767,house,Northeast,250.0,390064.28,-3.860329,-38.465147,Ceará
2768,apartment,Northeast,59.0,118579.54,-3.741229,-38.477791,Ceará
2770,house,Northeast,144.0,152905.19,-7.267374,-39.304361,Ceará
2771,house,Northeast,133.0,87374.39,-3.501755,-38.91638,Ceará
2772,apartment,Northeast,65.0,124820.57,-3.742512,-38.513828,Ceará
2773,apartment,Northeast,127.0,109217.99,-3.746874,-38.53981,Ceará
2774,apartment,Northeast,113.0,93615.42,-3.75585,-38.52599,Ceará
2775,apartment,Northeast,188.0,358859.13,-3.732693,-38.504745,Ceará
2776,apartment,Northeast,85.0,141047.24,-3.733244,-38.563896,Ceará
2777,apartment,Northeast,102.0,265243.71,-3.848142,-38.393154,Ceará
2778,apartment,Northeast,107.0,253936.0,-3.84575,-38.389745,Ceará
2779,apartment,Northeast,94.0,162266.74,-3.736646,-38.558227,Ceará
2780,apartment,Northeast,115.0,390064.28,-3.722669,-38.477774,Ceará
2781,house,Northeast,222.0,221244.46,-7.555819,-38.945934,Ceará
2782,apartment,Northeast,98.0,215896.72,-3.73637,-38.504355,Ceará
2783,apartment,Northeast,165.0,402809.48,-3.7456524,-38.4772809,Ceará
2784,apartment,Northeast,92.0,221892.55,-3.7534941,-38.5205603,Ceará
2785,apartment,Northeast,63.0,91218.98,-3.7777271,-38.573828,Ceará
2786,house,Northeast,129.0,156073.16,-3.8079648,-38.5352812,Ceará
2787,house,Northeast,114.0,131931.38,-3.8155992,-38.5580367,Ceará
2789,apartment,Northeast,65.0,79909.41,-3.8065834,-38.5417603,Ceará
2790,apartment,Northeast,70.0,84253.88,-3.806684,-38.569763,Ceará
2792,house,Northeast,120.0,99856.45,-3.884189,-38.463963,Ceará
2793,apartment,Northeast,133.0,187230.85,-3.743501,-38.4911,Ceará
2794,apartment,Northeast,86.0,102976.97,-3.728231,-38.555019,Ceará
2795,house,Northeast,100.0,81133.37,-3.826452,-38.551225,Ceará
2796,apartment,Northeast,107.0,256880.73,-3.737848,-38.517838,Ceará
2797,apartment,Northeast,189.0,308930.91,-3.762844,-38.478535,Ceará
2799,house,Northeast,100.0,88934.65,-3.8328299,-38.5098792,Ceará
2800,apartment,Northeast,58.0,140423.14,-3.8452861288,-38.3913695812,Ceará
2801,apartment,Northeast,72.0,141983.39,-3.8456607926,-38.3904308081,Ceará
2802,house,Northeast,150.0,109217.99,-7.208825,-39.319119,Ceará
2803,house,Northeast,157.0,215315.48,-3.8481419,-38.3931537,Ceará
2804,house,Northeast,233.0,215315.48,-3.62241,-38.74815,Ceará
2806,apartment,Northeast,70.0,123260.31,-3.779174,-38.484013,Ceará
2807,apartment,Northeast,55.0,102352.86,-7.239585,-39.322343,Ceará
2808,house,Northeast,250.0,499282.28,-7.31027,-39.301475,Ceará
2809,apartment,Northeast,55.0,102352.86,-7.239585,-39.322343,Ceará
2810,apartment,Northeast,80.0,88934.65,-7.260095,-39.317429,Ceará
2811,apartment,Northeast,97.0,159146.22,-7.245503,-39.319618,Ceará
2812,apartment,Northeast,97.0,160974.68,-7.245503,-39.319618,Ceará
2813,apartment,Northeast,100.0,199883.21,-7.244343,-39.321249,Ceará
2814,apartment,Northeast,97.0,159382.13,-7.244879,-39.322584,Ceará
2815,apartment,Northeast,97.0,160974.68,-7.245099,-39.319596,Ceará
2816,apartment,Northeast,87.0,154153.4,-7.225903,-39.324006,Ceará
2817,apartment,Northeast,97.0,159382.13,-7.244879,-39.322584,Ceará
2819,apartment,Northeast,97.0,163202.89,-7.244879,-39.322584,Ceará
2821,apartment,Northeast,217.0,421759.35,-7.245439,-39.322093,Ceará
2822,apartment,Northeast,100.0,197612.8,-7.244343,-39.321249,Ceará
2823,apartment,Northeast,87.0,155924.49,-7.225903,-39.324006,Ceará
2824,house,Northeast,109.0,268291.14,-3.832325,-38.490308,Ceará
2825,apartment,Northeast,100.0,197612.8,-7.244343,-39.321249,Ceará
2826,apartment,Northeast,87.0,154153.4,-7.225903,-39.324006,Ceará
2827,apartment,Northeast,100.0,199883.21,-7.244343,-39.321249,Ceará
2828,apartment,Northeast,97.0,161213.3,-7.244879,-39.322584,Ceará
2829,apartment,Northeast,217.0,410659.67,-7.245056,-39.323834,Ceará
2830,apartment,Northeast,55.0,103528.81,-7.239585,-39.322343,Ceará
2831,apartment,Northeast,80.0,88934.65,-7.260095,-39.317429,Ceará
2832,apartment,Northeast,217.0,410659.67,-7.245056,-39.323834,Ceará
2833,apartment,Northeast,80.0,88934.65,-7.260095,-39.317429,Ceará
2834,apartment,Northeast,55.0,102352.86,-7.239585,-39.322343,Ceará
2835,apartment,Northeast,167.0,299223.53,-3.7476263633,-38.4900376466,Ceará
2836,apartment,Northeast,117.0,142036.48,-3.7329415,-38.5151334,Ceará
2838,apartment,Northeast,68.0,157818.31,-3.7247577,-38.4874706,Ceará
2839,apartment,Northeast,177.0,411434.25,-3.759513,-38.4856073,Ceará
2841,apartment,Northeast,64.0,101416.71,-3.725033,-38.553089,Ceará
2842,house,Northeast,117.0,234038.56,-3.739378,-38.504932,Ceará
2843,apartment,Northeast,164.0,246196.57,-3.7409527,-38.4938127,Ceará
2844,apartment,Northeast,167.0,78012.85,-3.726034,-38.560387,Ceará
